metric_name,clickhouse_name,source_table,proposed_tier,tier_type,category
clickhouse.metrics.InterserverConnection,InterserverConnection,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.KafkaAssignedPartitions,KafkaAssignedPartitions,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.KafkaBackgroundReads,KafkaBackgroundReads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.KafkaLibrdkafkaThreads,KafkaLibrdkafkaThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.KafkaWrites,KafkaWrites,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.LocalThread,LocalThread,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.LocalThreadActive,LocalThreadActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.LocalThreadScheduled,LocalThreadScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreeBackgroundExecutorThreads,MergeTreeBackgroundExecutorThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreeBackgroundExecutorThreadsActive,MergeTreeBackgroundExecutorThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreeBackgroundExecutorThreadsScheduled,MergeTreeBackgroundExecutorThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreeFetchPartitionThreads,MergeTreeFetchPartitionThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreeFetchPartitionThreadsActive,MergeTreeFetchPartitionThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreeFetchPartitionThreadsScheduled,MergeTreeFetchPartitionThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreePartsCleanerThreads,MergeTreePartsCleanerThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreePartsCleanerThreadsActive,MergeTreePartsCleanerThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreePartsCleanerThreadsScheduled,MergeTreePartsCleanerThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreeReadTaskRequestsSent,MergeTreeReadTaskRequestsSent,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreeSubcolumnsReaderThreads,MergeTreeSubcolumnsReaderThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreeSubcolumnsReaderThreadsActive,MergeTreeSubcolumnsReaderThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MergeTreeSubcolumnsReaderThreadsScheduled,MergeTreeSubcolumnsReaderThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.MySQLConnection,MySQLConnection,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ObjectStorageAzureThreads,ObjectStorageAzureThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ObjectStorageAzureThreadsActive,ObjectStorageAzureThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ObjectStorageAzureThreadsScheduled,ObjectStorageAzureThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ObjectStorageQueueShutdownThreads,ObjectStorageQueueShutdownThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ObjectStorageQueueShutdownThreadsActive,ObjectStorageQueueShutdownThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ObjectStorageQueueShutdownThreadsScheduled,ObjectStorageQueueShutdownThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ObjectStorageS3Threads,ObjectStorageS3Threads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ObjectStorageS3ThreadsActive,ObjectStorageS3ThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ObjectStorageS3ThreadsScheduled,ObjectStorageS3ThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.OpenFileForRead,OpenFileForRead,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.OpenFileForWrite,OpenFileForWrite,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParallelCompressedWriteBufferThreads,ParallelCompressedWriteBufferThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParallelCompressedWriteBufferWait,ParallelCompressedWriteBufferWait,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParallelFormattingOutputFormatThreads,ParallelFormattingOutputFormatThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParallelFormattingOutputFormatThreadsActive,ParallelFormattingOutputFormatThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParallelFormattingOutputFormatThreadsScheduled,ParallelFormattingOutputFormatThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParallelParsingInputFormatThreads,ParallelParsingInputFormatThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParallelParsingInputFormatThreadsActive,ParallelParsingInputFormatThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParallelParsingInputFormatThreadsScheduled,ParallelParsingInputFormatThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParquetDecoderIOThreads,ParquetDecoderIOThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParquetDecoderIOThreadsActive,ParquetDecoderIOThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParquetDecoderIOThreadsScheduled,ParquetDecoderIOThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParquetDecoderThreads,ParquetDecoderThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParquetDecoderThreadsActive,ParquetDecoderThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParquetDecoderThreadsScheduled,ParquetDecoderThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParquetEncoderThreads,ParquetEncoderThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParquetEncoderThreadsActive,ParquetEncoderThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ParquetEncoderThreadsScheduled,ParquetEncoderThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.PartMutation,PartMutation,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.PolygonDictionaryThreads,PolygonDictionaryThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.PolygonDictionaryThreadsActive,PolygonDictionaryThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.PolygonDictionaryThreadsScheduled,PolygonDictionaryThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.PostgreSQLConnection,PostgreSQLConnection,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.RWLockActiveReaders,RWLockActiveReaders,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.RWLockActiveWriters,RWLockActiveWriters,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.RWLockWaitingReaders,RWLockWaitingReaders,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.RWLockWaitingWriters,RWLockWaitingWriters,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.Read,Read,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ReadTaskRequestsSent,ReadTaskRequestsSent,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ReadonlyDisks,ReadonlyDisks,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ReadonlyReplica,ReadonlyReplica,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.RemoteRead,RemoteRead,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.RestartReplicaThreads,RestartReplicaThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.RestartReplicaThreadsActive,RestartReplicaThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.RestartReplicaThreadsScheduled,RestartReplicaThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.RestoreThreads,RestoreThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.RestoreThreadsActive,RestoreThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.RestoreThreadsScheduled,RestoreThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SchedulerIOReadScheduled,SchedulerIOReadScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SchedulerIOWriteScheduled,SchedulerIOWriteScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SharedCatalogDropLocalThreads,SharedCatalogDropLocalThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SharedCatalogDropLocalThreadsActive,SharedCatalogDropLocalThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SharedCatalogDropLocalThreadsScheduled,SharedCatalogDropLocalThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SharedCatalogStateApplicationThreads,SharedCatalogStateApplicationThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SharedCatalogStateApplicationThreadsActive,SharedCatalogStateApplicationThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SharedCatalogStateApplicationThreadsScheduled,SharedCatalogStateApplicationThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SharedMergeTreeThreads,SharedMergeTreeThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SharedMergeTreeThreadsActive,SharedMergeTreeThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SharedMergeTreeThreadsScheduled,SharedMergeTreeThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StartupSystemTablesThreads,StartupSystemTablesThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StartupSystemTablesThreadsActive,StartupSystemTablesThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StartupSystemTablesThreadsScheduled,StartupSystemTablesThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StatelessWorkerThreads,StatelessWorkerThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StatelessWorkerThreadsActive,StatelessWorkerThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StatelessWorkerThreadsScheduled,StatelessWorkerThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageBufferFlushThreads,StorageBufferFlushThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageBufferFlushThreadsActive,StorageBufferFlushThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageBufferFlushThreadsScheduled,StorageBufferFlushThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageConnectionsStored,StorageConnectionsStored,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageConnectionsTotal,StorageConnectionsTotal,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageDistributedThreads,StorageDistributedThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageDistributedThreadsActive,StorageDistributedThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageDistributedThreadsScheduled,StorageDistributedThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageHiveThreads,StorageHiveThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageHiveThreadsActive,StorageHiveThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageHiveThreadsScheduled,StorageHiveThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageObjectStorageThreads,StorageObjectStorageThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageObjectStorageThreadsActive,StorageObjectStorageThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageObjectStorageThreadsScheduled,StorageObjectStorageThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageS3Threads,StorageS3Threads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageS3ThreadsActive,StorageS3ThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.StorageS3ThreadsScheduled,StorageS3ThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SystemReplicasThreads,SystemReplicasThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SystemReplicasThreadsActive,SystemReplicasThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.SystemReplicasThreadsScheduled,SystemReplicasThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.TCPConnection,TCPConnection,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.TaskTrackerThreads,TaskTrackerThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.TaskTrackerThreadsActive,TaskTrackerThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.TaskTrackerThreadsScheduled,TaskTrackerThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ThreadPoolFSReaderThreads,ThreadPoolFSReaderThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ThreadPoolFSReaderThreadsActive,ThreadPoolFSReaderThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ThreadPoolFSReaderThreadsScheduled,ThreadPoolFSReaderThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ThreadPoolRemoteFSReaderThreads,ThreadPoolRemoteFSReaderThreads,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ThreadPoolRemoteFSReaderThreadsActive,ThreadPoolRemoteFSReaderThreadsActive,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ThreadPoolRemoteFSReaderThreadsScheduled,ThreadPoolRemoteFSReaderThreadsScheduled,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.ThreadsInOvercommitTracker,ThreadsInOvercommitTracker,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.metrics.Write,Write,system.metrics,FREE,PERFORMANCE,io_performance
clickhouse.events.AggregatingSortedMilliseconds,AggregatingSortedMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.AnalyzePatchRangesMicroseconds,AnalyzePatchRangesMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ApplyPatchesMicroseconds,ApplyPatchesMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.AsynchronousReadWaitMicroseconds,AsynchronousReadWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.AsynchronousRemoteReadWaitMicroseconds,AsynchronousRemoteReadWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.AzureGetRequestThrottlerSleepMicroseconds,AzureGetRequestThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.AzurePutRequestThrottlerSleepMicroseconds,AzurePutRequestThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.AzureReadMicroseconds,AzureReadMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.AzureWriteMicroseconds,AzureWriteMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.BackupEntriesCollectorForTablesDataMicroseconds,BackupEntriesCollectorForTablesDataMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.BackupEntriesCollectorMicroseconds,BackupEntriesCollectorMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.BackupEntriesCollectorRunPostTasksMicroseconds,BackupEntriesCollectorRunPostTasksMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.BackupPreparingFileInfosMicroseconds,BackupPreparingFileInfosMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.BackupReadMetadataMicroseconds,BackupReadMetadataMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.BackupThrottlerSleepMicroseconds,BackupThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.BackupWriteMetadataMicroseconds,BackupWriteMetadataMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.BuildPatchesJoinMicroseconds,BuildPatchesJoinMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.BuildPatchesMergeMicroseconds,BuildPatchesMergeMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CachedReadBufferCacheWriteMicroseconds,CachedReadBufferCacheWriteMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CachedReadBufferCreateBufferMicroseconds,CachedReadBufferCreateBufferMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CachedReadBufferReadFromCacheMicroseconds,CachedReadBufferReadFromCacheMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CachedReadBufferReadFromSourceMicroseconds,CachedReadBufferReadFromSourceMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CachedWriteBufferCacheWriteMicroseconds,CachedWriteBufferCacheWriteMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CoalescingSortedMilliseconds,CoalescingSortedMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CollapsingSortedMilliseconds,CollapsingSortedMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CommonBackgroundExecutorTaskCancelMicroseconds,CommonBackgroundExecutorTaskCancelMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CommonBackgroundExecutorTaskExecuteStepMicroseconds,CommonBackgroundExecutorTaskExecuteStepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CommonBackgroundExecutorTaskResetMicroseconds,CommonBackgroundExecutorTaskResetMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CommonBackgroundExecutorWaitMicroseconds,CommonBackgroundExecutorWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CompileExpressionsMicroseconds,CompileExpressionsMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CompressedReadBufferChecksumDoesntMatchMicroseconds,CompressedReadBufferChecksumDoesntMatchMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ConcurrencyControlWaitMicroseconds,ConcurrencyControlWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ConnectionPoolIsFullMicroseconds,ConnectionPoolIsFullMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ContextLockWaitMicroseconds,ContextLockWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CoordinatedMergesMergeAssignmentRequestMicroseconds,CoordinatedMergesMergeAssignmentRequestMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CoordinatedMergesMergeAssignmentResponseMicroseconds,CoordinatedMergesMergeAssignmentResponseMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CoordinatedMergesMergeCoordinatorFetchMetadataMicroseconds,CoordinatedMergesMergeCoordinatorFetchMetadataMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CoordinatedMergesMergeCoordinatorFilterMicroseconds,CoordinatedMergesMergeCoordinatorFilterMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CoordinatedMergesMergeCoordinatorLockStateExclusivelyMicroseconds,CoordinatedMergesMergeCoordinatorLockStateExclusivelyMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CoordinatedMergesMergeCoordinatorLockStateForShareMicroseconds,CoordinatedMergesMergeCoordinatorLockStateForShareMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CoordinatedMergesMergeCoordinatorUpdateMicroseconds,CoordinatedMergesMergeCoordinatorUpdateMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.CoordinatedMergesMergeWorkerUpdateMicroseconds,CoordinatedMergesMergeWorkerUpdateMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DelayedMutationsMilliseconds,DelayedMutationsMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DirectorySyncElapsedMicroseconds,DirectorySyncElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DiskAzureGetRequestThrottlerSleepMicroseconds,DiskAzureGetRequestThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DiskAzurePutRequestThrottlerSleepMicroseconds,DiskAzurePutRequestThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DiskAzureReadMicroseconds,DiskAzureReadMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DiskAzureWriteMicroseconds,DiskAzureWriteMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DiskConnectionsElapsedMicroseconds,DiskConnectionsElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DiskReadElapsedMicroseconds,DiskReadElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DiskS3GetRequestThrottlerSleepMicroseconds,DiskS3GetRequestThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DiskS3PutRequestThrottlerSleepMicroseconds,DiskS3PutRequestThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DiskS3ReadMicroseconds,DiskS3ReadMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DiskS3WriteMicroseconds,DiskS3WriteMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DiskWriteElapsedMicroseconds,DiskWriteElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DistrCacheConnectMicroseconds,DistrCacheConnectMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DistrCacheFallbackReadMicroseconds,DistrCacheFallbackReadMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DistrCacheGetClientMicroseconds,DistrCacheGetClientMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DistrCacheGetResponseMicroseconds,DistrCacheGetResponseMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DistrCacheLockRegistryMicroseconds,DistrCacheLockRegistryMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DistrCacheNextImplMicroseconds,DistrCacheNextImplMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DistrCachePrecomputeRangesMicroseconds,DistrCachePrecomputeRangesMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DistrCacheReadMicroseconds,DistrCacheReadMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DistrCacheRegistryUpdateMicroseconds,DistrCacheRegistryUpdateMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DistrCacheServerProcessRequestMicroseconds,DistrCacheServerProcessRequestMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.DistrCacheStartRangeMicroseconds,DistrCacheStartRangeMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FetchBackgroundExecutorTaskCancelMicroseconds,FetchBackgroundExecutorTaskCancelMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FetchBackgroundExecutorTaskExecuteStepMicroseconds,FetchBackgroundExecutorTaskExecuteStepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FetchBackgroundExecutorTaskResetMicroseconds,FetchBackgroundExecutorTaskResetMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FetchBackgroundExecutorWaitMicroseconds,FetchBackgroundExecutorWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FileSegmentCacheWriteMicroseconds,FileSegmentCacheWriteMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FileSegmentCompleteMicroseconds,FileSegmentCompleteMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FileSegmentHolderCompleteMicroseconds,FileSegmentHolderCompleteMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FileSegmentLockMicroseconds,FileSegmentLockMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FileSegmentReadMicroseconds,FileSegmentReadMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FileSegmentRemoveMicroseconds,FileSegmentRemoveMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FileSegmentUseMicroseconds,FileSegmentUseMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FileSegmentWaitMicroseconds,FileSegmentWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FileSegmentWaitReadBufferMicroseconds,FileSegmentWaitReadBufferMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FileSegmentWriteMicroseconds,FileSegmentWriteMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FileSyncElapsedMicroseconds,FileSyncElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FilteringMarksWithPrimaryKeyMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.FilteringMarksWithSecondaryKeysMicroseconds,FilteringMarksWithSecondaryKeysMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.GatheringColumnMilliseconds,GatheringColumnMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.GlobalThreadPoolJobWaitTimeMicroseconds,GlobalThreadPoolJobWaitTimeMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolLockWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.GlobalThreadPoolThreadCreationMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
