metric_name,clickhouse_name,source_table,proposed_tier,tier_type,category
clickhouse.errors.NETWORK_ERROR,NETWORK_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NOT_AN_AGGREGATE,NOT_AN_AGGREGATE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NOT_A_LEADER,NOT_A_LEADER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NOT_ENOUGH_SPACE,NOT_ENOUGH_SPACE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NOT_FOUND_COLUMN_IN_BLOCK,NOT_FOUND_COLUMN_IN_BLOCK,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NOT_FOUND_EXPECTED_DATA_PART,NOT_FOUND_EXPECTED_DATA_PART,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NOT_FOUND_NODE,NOT_FOUND_NODE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NOT_IMPLEMENTED,NOT_IMPLEMENTED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NOT_INITIALIZED,NOT_INITIALIZED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_ACTIVE_REPLICAS,NO_ACTIVE_REPLICAS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_AVAILABLE_DATA,NO_AVAILABLE_DATA,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_AVAILABLE_REPLICA,NO_AVAILABLE_REPLICA,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_BASE_BACKUP,NO_BASE_BACKUP,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_COLUMNS_SERIALIZED_TO_PROTOBUF_FIELDS,NO_COLUMNS_SERIALIZED_TO_PROTOBUF_FIELDS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_COLUMN_SERIALIZED_TO_REQUIRED_PROTOBUF_FIELD,NO_COLUMN_SERIALIZED_TO_REQUIRED_PROTOBUF_FIELD,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_COMMON_TYPE,NO_COMMON_TYPE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_DATA_TO_INSERT,NO_DATA_TO_INSERT,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_ELEMENTS_IN_CONFIG,NO_ELEMENTS_IN_CONFIG,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_FILE_IN_DATA_PART,NO_FILE_IN_DATA_PART,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_FREE_CONNECTION,NO_FREE_CONNECTION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_HIVEMETASTORE,NO_HIVEMETASTORE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_REMOTE_SHARD_AVAILABLE,NO_REMOTE_SHARD_AVAILABLE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_REPLICA_HAS_PART,NO_REPLICA_HAS_PART,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_REPLICA_NAME_GIVEN,NO_REPLICA_NAME_GIVEN,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_ROW_DELIMITER,NO_ROW_DELIMITER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_SUCH_COLUMN_IN_TABLE,NO_SUCH_COLUMN_IN_TABLE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_SUCH_DATA_PART,NO_SUCH_DATA_PART,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_SUCH_ERROR_CODE,NO_SUCH_ERROR_CODE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_SUCH_INTERSERVER_IO_ENDPOINT,NO_SUCH_INTERSERVER_IO_ENDPOINT,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_SUCH_PROJECTION_IN_TABLE,NO_SUCH_PROJECTION_IN_TABLE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_SUCH_REPLICA,NO_SUCH_REPLICA,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_SUITABLE_FUNCTION_IMPLEMENTATION,NO_SUITABLE_FUNCTION_IMPLEMENTATION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NO_ZOOKEEPER,NO_ZOOKEEPER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NUMBER_OF_ARGUMENTS_DOESNT_MATCH,NUMBER_OF_ARGUMENTS_DOESNT_MATCH,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NUMBER_OF_COLUMNS_DOESNT_MATCH,NUMBER_OF_COLUMNS_DOESNT_MATCH,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.NUMBER_OF_DIMENSIONS_MISMATCHED,NUMBER_OF_DIMENSIONS_MISMATCHED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.OFFSET_FETCH_WITHOUT_ORDER_BY,OFFSET_FETCH_WITHOUT_ORDER_BY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.OK,OK,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ONLY_NULLS_WHILE_READING_SCHEMA,ONLY_NULLS_WHILE_READING_SCHEMA,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.OPENSSL_ERROR,OPENSSL_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PARAMETERS_TO_AGGREGATE_FUNCTIONS_MUST_BE_LITERALS,PARAMETERS_TO_AGGREGATE_FUNCTIONS_MUST_BE_LITERALS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PARAMETER_OUT_OF_BOUND,PARAMETER_OUT_OF_BOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PARQUET_EXCEPTION,PARQUET_EXCEPTION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PARTITION_ALREADY_EXISTS,PARTITION_ALREADY_EXISTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PARTITION_DOESNT_EXIST,PARTITION_DOESNT_EXIST,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PART_IS_LOCKED,PART_IS_LOCKED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PART_IS_TEMPORARILY_LOCKED,PART_IS_TEMPORARILY_LOCKED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PATH_ACCESS_DENIED,PATH_ACCESS_DENIED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.POCO_EXCEPTION,POCO_EXCEPTION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.POSITION_OUT_OF_BOUND,POSITION_OUT_OF_BOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.POSTGRESQL_CONNECTION_FAILURE,POSTGRESQL_CONNECTION_FAILURE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.POSTGRESQL_REPLICATION_INTERNAL_ERROR,POSTGRESQL_REPLICATION_INTERNAL_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.POTENTIALLY_BROKEN_DATA_PART,POTENTIALLY_BROKEN_DATA_PART,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PROJECTION_NOT_USED,PROJECTION_NOT_USED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PROTOBUF_BAD_CAST,PROTOBUF_BAD_CAST,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PROTOBUF_FIELD_NOT_REPEATED,PROTOBUF_FIELD_NOT_REPEATED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PROTOCOL_VERSION_MISMATCH,PROTOCOL_VERSION_MISMATCH,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.PTHREAD_ERROR,PTHREAD_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUERY_CACHE_USED_WITH_NONDETERMINISTIC_FUNCTIONS,QUERY_CACHE_USED_WITH_NONDETERMINISTIC_FUNCTIONS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUERY_CACHE_USED_WITH_NON_THROW_OVERFLOW_MODE,QUERY_CACHE_USED_WITH_NON_THROW_OVERFLOW_MODE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUERY_CACHE_USED_WITH_SYSTEM_TABLE,QUERY_CACHE_USED_WITH_SYSTEM_TABLE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUERY_IS_NOT_SUPPORTED_IN_MATERIALIZED_VIEW,QUERY_IS_NOT_SUPPORTED_IN_MATERIALIZED_VIEW,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUERY_IS_NOT_SUPPORTED_IN_WINDOW_VIEW,QUERY_IS_NOT_SUPPORTED_IN_WINDOW_VIEW,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUERY_IS_PROHIBITED,QUERY_IS_PROHIBITED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUERY_IS_TOO_LARGE,QUERY_IS_TOO_LARGE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUERY_NOT_ALLOWED,QUERY_NOT_ALLOWED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUERY_WAS_CANCELLED,QUERY_WAS_CANCELLED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUERY_WAS_CANCELLED_BY_CLIENT,QUERY_WAS_CANCELLED_BY_CLIENT,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUERY_WITH_SAME_ID_IS_ALREADY_RUNNING,QUERY_WITH_SAME_ID_IS_ALREADY_RUNNING,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUOTA_EXCEEDED,QUOTA_EXCEEDED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.QUOTA_REQUIRES_CLIENT_KEY,QUOTA_REQUIRES_CLIENT_KEY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.RAFT_ERROR,RAFT_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.READONLY,READONLY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.READONLY_SETTING,READONLY_SETTING,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.RECEIVED_EMPTY_DATA,RECEIVED_EMPTY_DATA,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.RECEIVED_ERROR_FROM_REMOTE_IO_SERVER,RECEIVED_ERROR_FROM_REMOTE_IO_SERVER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.RECEIVED_ERROR_TOO_MANY_REQUESTS,RECEIVED_ERROR_TOO_MANY_REQUESTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.REFRESH_FAILED,REFRESH_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.REPLICA_ALREADY_EXISTS,REPLICA_ALREADY_EXISTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.REPLICA_IS_ALREADY_ACTIVE,REPLICA_IS_ALREADY_ACTIVE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.REPLICA_IS_NOT_IN_QUORUM,REPLICA_IS_NOT_IN_QUORUM,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.REPLICA_STATUS_CHANGED,REPLICA_STATUS_CHANGED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.REQUIRED_PASSWORD,REQUIRED_PASSWORD,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.RESOURCE_ACCESS_DENIED,RESOURCE_ACCESS_DENIED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.RESOURCE_NOT_FOUND,RESOURCE_NOT_FOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ROCKSDB_ERROR,ROCKSDB_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ROW_AND_ROWS_TOGETHER,ROW_AND_ROWS_TOGETHER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.S3_ERROR,S3_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SAMPLING_NOT_SUPPORTED,SAMPLING_NOT_SUPPORTED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SEEK_POSITION_OUT_OF_BOUND,SEEK_POSITION_OUT_OF_BOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SERIALIZATION_ERROR,SERIALIZATION_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SERVER_OVERLOADED,SERVER_OVERLOADED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SESSION_ID_EMPTY,SESSION_ID_EMPTY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SESSION_IS_LOCKED,SESSION_IS_LOCKED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SESSION_NOT_FOUND,SESSION_NOT_FOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SETTING_CONSTRAINT_VIOLATION,SETTING_CONSTRAINT_VIOLATION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SET_NON_GRANTED_ROLE,SET_NON_GRANTED_ROLE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SET_SIZE_LIMIT_EXCEEDED,SET_SIZE_LIMIT_EXCEEDED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SHARD_HAS_NO_CONNECTIONS,SHARD_HAS_NO_CONNECTIONS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SIZES_OF_ARRAYS_DONT_MATCH,SIZES_OF_ARRAYS_DONT_MATCH,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SIZES_OF_COLUMNS_DOESNT_MATCH,SIZES_OF_COLUMNS_DOESNT_MATCH,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SIZES_OF_COLUMNS_IN_TUPLE_DOESNT_MATCH,SIZES_OF_COLUMNS_IN_TUPLE_DOESNT_MATCH,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SIZES_OF_MARKS_FILES_ARE_INCONSISTENT,SIZES_OF_MARKS_FILES_ARE_INCONSISTENT,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SIZES_OF_NESTED_COLUMNS_ARE_INCONSISTENT,SIZES_OF_NESTED_COLUMNS_ARE_INCONSISTENT,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SIZE_OF_FIXED_STRING_DOESNT_MATCH,SIZE_OF_FIXED_STRING_DOESNT_MATCH,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SNAPPY_COMPRESS_FAILED,SNAPPY_COMPRESS_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SNAPPY_UNCOMPRESS_FAILED,SNAPPY_UNCOMPRESS_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SOCKET_TIMEOUT,SOCKET_TIMEOUT,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SQLITE_ENGINE_ERROR,SQLITE_ENGINE_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SSH_EXCEPTION,SSH_EXCEPTION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.STARTUP_SCRIPTS_ERROR,STARTUP_SCRIPTS_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.STD_EXCEPTION,STD_EXCEPTION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.STORAGE_REQUIRES_PARAMETER,STORAGE_REQUIRES_PARAMETER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SUPPORT_IS_DISABLED,SUPPORT_IS_DISABLED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SUSPICIOUS_TYPE_FOR_LOW_CARDINALITY,SUSPICIOUS_TYPE_FOR_LOW_CARDINALITY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SYNC_MYSQL_USER_ACCESS_ERROR,SYNC_MYSQL_USER_ACCESS_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SYNTAX_ERROR,SYNTAX_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.SYSTEM_ERROR,SYSTEM_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TABLE_ALREADY_EXISTS,TABLE_ALREADY_EXISTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TABLE_DIFFERS_TOO_MUCH,TABLE_DIFFERS_TOO_MUCH,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TABLE_IS_BEING_RESTARTED,TABLE_IS_BEING_RESTARTED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TABLE_IS_DROPPED,TABLE_IS_DROPPED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TABLE_IS_READ_ONLY,TABLE_IS_READ_ONLY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TABLE_METADATA_ALREADY_EXISTS,TABLE_METADATA_ALREADY_EXISTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TABLE_NOT_EMPTY,TABLE_NOT_EMPTY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TABLE_SIZE_EXCEEDS_MAX_DROP_SIZE_LIMIT,TABLE_SIZE_EXCEEDS_MAX_DROP_SIZE_LIMIT,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TABLE_UUID_MISMATCH,TABLE_UUID_MISMATCH,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TABLE_WAS_NOT_DROPPED,TABLE_WAS_NOT_DROPPED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TCP_CONNECTION_LIMIT_REACHED,TCP_CONNECTION_LIMIT_REACHED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.THERE_IS_NO_COLUMN,THERE_IS_NO_COLUMN,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.THERE_IS_NO_DEFAULT_VALUE,THERE_IS_NO_DEFAULT_VALUE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.THERE_IS_NO_PROFILE,THERE_IS_NO_PROFILE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.THERE_IS_NO_QUERY,THERE_IS_NO_QUERY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.THERE_IS_NO_SESSION,THERE_IS_NO_SESSION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.THREAD_WAS_CANCELED,THREAD_WAS_CANCELED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TIMEOUT_EXCEEDED,TIMEOUT_EXCEEDED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TLD_LIST_NOT_FOUND,TLD_LIST_NOT_FOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_BIG_AST,TOO_BIG_AST,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_DEEP_AST,TOO_DEEP_AST,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_DEEP_RECURSION,TOO_DEEP_RECURSION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_DEEP_SUBQUERIES,TOO_DEEP_SUBQUERIES,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_FEW_ARGUMENTS_FOR_FUNCTION,TOO_FEW_ARGUMENTS_FOR_FUNCTION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_FEW_LIVE_REPLICAS,TOO_FEW_LIVE_REPLICAS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_LARGE_ARRAY_SIZE,TOO_LARGE_ARRAY_SIZE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_LARGE_DISTRIBUTED_DEPTH,TOO_LARGE_DISTRIBUTED_DEPTH,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_LARGE_LIGHTWEIGHT_UPDATES,TOO_LARGE_LIGHTWEIGHT_UPDATES,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_LARGE_SIZE_COMPRESSED,TOO_LARGE_SIZE_COMPRESSED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_LARGE_STRING_SIZE,TOO_LARGE_STRING_SIZE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_ARGUMENTS_FOR_FUNCTION,TOO_MANY_ARGUMENTS_FOR_FUNCTION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_BYTES,TOO_MANY_BYTES,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_COLUMNS,TOO_MANY_COLUMNS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_DATABASES,TOO_MANY_DATABASES,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_MATERIALIZED_VIEWS,TOO_MANY_MATERIALIZED_VIEWS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_MUTATIONS,TOO_MANY_MUTATIONS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_PARTITIONS,TOO_MANY_PARTITIONS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_PARTS,TOO_MANY_PARTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_QUERY_PLAN_OPTIMIZATIONS,TOO_MANY_QUERY_PLAN_OPTIMIZATIONS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_REDIRECTS,TOO_MANY_REDIRECTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_RETRIES_TO_FETCH_PARTS,TOO_MANY_RETRIES_TO_FETCH_PARTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_ROWS,TOO_MANY_ROWS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_ROWS_OR_BYTES,TOO_MANY_ROWS_OR_BYTES,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_SIMULTANEOUS_QUERIES,TOO_MANY_SIMULTANEOUS_QUERIES,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_TABLES,TOO_MANY_TABLES,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_TEMPORARY_COLUMNS,TOO_MANY_TEMPORARY_COLUMNS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_TEMPORARY_NON_CONST_COLUMNS,TOO_MANY_TEMPORARY_NON_CONST_COLUMNS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_MANY_UNEXPECTED_DATA_PARTS,TOO_MANY_UNEXPECTED_DATA_PARTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_SLOW,TOO_SLOW,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_SLOW_PARSING,TOO_SLOW_PARSING,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOO_SMALL_BUFFER_SIZE,TOO_SMALL_BUFFER_SIZE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TOP_AND_LIMIT_TOGETHER,TOP_AND_LIMIT_TOGETHER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.TYPE_MISMATCH,TYPE_MISMATCH,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UDF_EXECUTION_FAILED,UDF_EXECUTION_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNABLE_TO_SKIP_UNUSED_SHARDS,UNABLE_TO_SKIP_UNUSED_SHARDS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNACCEPTABLE_URL,UNACCEPTABLE_URL,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNEXPECTED_AST_STRUCTURE,UNEXPECTED_AST_STRUCTURE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNEXPECTED_CLUSTER,UNEXPECTED_CLUSTER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNEXPECTED_DATA_AFTER_PARSED_VALUE,UNEXPECTED_DATA_AFTER_PARSED_VALUE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNEXPECTED_DATA_TYPE,UNEXPECTED_DATA_TYPE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNEXPECTED_END_OF_FILE,UNEXPECTED_END_OF_FILE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNEXPECTED_EXPRESSION,UNEXPECTED_EXPRESSION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNEXPECTED_FILE_IN_DATA_PART,UNEXPECTED_FILE_IN_DATA_PART,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNEXPECTED_HTTP_HEADERS,UNEXPECTED_HTTP_HEADERS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNEXPECTED_NODE_IN_ZOOKEEPER,UNEXPECTED_NODE_IN_ZOOKEEPER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.UNEXPECTED_PACKET_FROM_CLIENT,UNEXPECTED_PACKET_FROM_CLIENT,system.errors,PAID,DIAGNOSTICS,error_diagnostics
